,stt,ship name,eta,cont num,seal num,etd,cont 20',cont 40',xuat/nhap,product name,weight (tons),time,dc nang cont,dc ha cont,customer name,cs,vendor,contract num, charge , ps 1 , ps 2 , ps 3 , ps 4 , ps 5 , invoice 
133,141,MVN-0678,2023-07-08,DRYU9678537,TD0476,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
134,142,MVN-0678,2023-07-08,DRYU9317684,TD0449,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
135,143,MVN-0678,2023-07-08,DRYU9659537,TD0697,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
136,144,MVN-0678,2023-07-08,DRYU9480475,TD0710,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
137,145,MVN-0678,2023-07-08,GAOU6102037,VMC112663,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
138,146,MVN-0678,2023-07-08,DRYU9705334,TD0313,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
139,147,MVN-0678,2023-07-08,GAOU6102470,TD0386,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,DEPOT VINAFCO,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
140,148,V26-0757,2023-07-05,DRYU9678157,0,2023-07-10,0.0,1,NHAP,Sua,SUA,0 days 06:00:00,CANG TAN THUAN,TRA - DONG KET HOP,GND,OANH,TI?N ??T,0.0," 2,000,000 ",0,0,0.0,0.0,0.0," 2,000,000 "
141,149,MVN-0677,2023-07-08,FCIU7549332,0,2023-07-10,0.0,1,NHAP,Nhua,28,0 days 06:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,HIEN,TI?N ??T,0.0," 2,000,000 ",0,0,0.0,0.0,0.0," 2,000,000 "
142,150,V28-0602,2023-07-12,FCIU7549332,TD0471,2023-07-10,0.0,1,XUAT,Giay,28T,0 days 18:00:00,DONG KET HOP,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
143,151,V28-0602,2023-07-12,DRYU9678157,TD0390,2023-07-10,0.0,1,XUAT,Giay,28T,0 days 18:00:00,DONG KET HOP,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 "," 100,000 ",0,0.0,0.0,0.0," 3,220,000 "
144,152,V28-0602,2023-07-12,DRYU9588515,TD0453,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
145,153,V28-0602,2023-07-12,TCLU5728403,TD0321,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
146,154,V28-0602,2023-07-12,TCNU6322191,TD0737,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
147,155,V28-0602,2023-07-12,DRYU9677206,TD0376,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
148,156,V28-0602,2023-07-12,DRYU9677206,TD0452,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
149,157,V28-0602,2023-07-12,DRYU9705144,TD0451,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
150,158,V28-0602,2023-07-12,DRYU9704425,TD0322,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
151,159,V28-0602,2023-07-12,WFHU5194295,VMC114111,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
152,160,V26-0760,2023-07-14,DRYU9705015,TD0339,2023-07-11,0.0,1,XUAT,Ac Quy,29,0 days 08:00:00,CANG TAN THUAN,CANG TAN THUAN,GND,OANH,TI?N ??T,0.0," 2,500,000 ",0,0,0.0,0.0,0.0," 2,500,000 "
153,161,V26-0760,2023-07-14,DRYU9677696,TD034,2023-07-11,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
154,162,V26-0760,2023-07-14,DRYU9677103,000370,2023-07-12,0.0,1,XUAT,Giay,28T,0 days 18:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
155,163,MVN-0680,2023-07-18,FCIU7546457,1301,2023-07-14,0.0,1,XUAT,Nuoc Ngot,0,0 days 00:00:00,CANG BEN NGHE,CANG BEN NGHE,0,NGUYEN,TI?N ??T,0.0," 2,246,000 ",0,0,0.0,0.0,0.0," 2,246,000 "
156,164,V28-0603,2023-07-19,DRYU9705334,2907,2023-07-21,0.0,1,NHAP,Thiet Bi Dien,0,0 days 00:00:00,CANG LOTUS,TRA - DONG KET HOP,GND,THAO,TI?N ??T,0.0," 3,500,000 ",0,0,0.0,0.0,0.0," 3,500,000 "
157,165,V26-0762,2023-07-23,DRYU9705334,TD0368,2023-07-21,0.0,1,XUAT,Giay,0,0 days 00:00:00,DONG KET HOP,CANG TAN THUAN,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0,0
158,166,V26-0762,2023-07-23,SEKU5596703,TD0352,2023-07-21,0.0,1,XUAT,Giay,0,0 days 00:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,THAO,TI?N ??T,0.0," 3,120,000 ",0,0,0.0,0.0,0.0,0
159,167,V26-0762,2023-07-23,FCIU7549163,TD0387,2023-07-21,0.0,1,XUAT,Dien Tu,0,0 days 00:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,TI?N ??T,0.0," 2,500,000 ",0,0,0.0,0.0,0.0,0
160,168,MVN-0682,2023-07-26,TCLU8930790,TD0280,2023-07-22,0.0,1,XUAT,Tank Keo,0,0 days 00:00:00,CANG TAN THUAN,CANG BEN NGHE,0,NGUYEN,TI?N ??T,0.0," 2,700,000 ",0,0,0.0,0.0,0.0,0
161,169,MVN-0682,2023-07-26,DRYU9034935,TD0436,2023-07-22,0.0,1,XUAT,Tank Keo,0,0 days 00:00:00,CANG TAN THUAN,CANG BEN NGHE,0,NGUYEN,TI?N ??T,0.0," 2,700,000 ",0,0,0.0,0.0,0.0,0
162,171,V28-0600,2023-07-04,SEKU5593495,V010895,2023-07-03,0.0,1,XUAT,Bao Bi Sua,25,0 days 07:00:00,CANG BEN NGHE,CANG LOTUS,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
163,172,V28-0600,2023-07-04,FCIU7547290,V010898,2023-07-03,0.0,1,XUAT,Bao Bi Sua,25,0 days 08:00:00,CANG BEN NGHE,CANG LOTUS,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
164,173,V28-0600,2023-07-04,SEKU5595672,V010899,2023-07-03,0.0,1,XUAT,Bao Bi Sua,25,0 days 09:00:00,CANG BEN NGHE,CANG LOTUS,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
165,174,V28-0600,2023-07-04,SEKU5593432,V010894,2023-07-03,0.0,1,XUAT,Bao Bi Sua,25,0 days 10:00:00,CANG BEN NGHE,CANG LOTUS,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
166,175,V26-0758,2023-07-06,TCKU6674259,V011036,2023-07-04,0.0,1,XUAT,Bao Bi Sua,25,0 days 07:00:00,GREEN LINH TRUNG,CANG TAN THUAN,GND,THAO,GTV,0.0," 3,300,000 "," 400,000 ",0,0.0,0.0,0.0," 3,700,000 "
167,176,V26-0758,2023-07-06,GAOU6110407,V010897,2023-07-04,0.0,1,XUAT,Bao Bi Sua,25,0 days 08:00:00,GREEN LINH TRUNG,CANG TAN THUAN,GND,THAO,GTV,0.0," 3,300,000 "," 400,000 ",0,0.0,0.0,0.0," 3,700,000 "
168,177,V26-0758,2023-07-06,GAOU6289041,V010893,2023-07-04,0.0,1,XUAT,Bao Bi Sua,25,0 days 09:00:00,GREEN LINH TRUNG,CANG TAN THUAN,GND,THAO,GTV,0.0," 3,300,000 "," 400,000 ",0,0.0,0.0,0.0," 3,700,000 "
169,178,MVN-0678,2023-07-08,GAOU6111044,A28355733,2023-07-06,0.0,1,XUAT,Bao Bi Sua,25,0 days 10:00:00,CANG TAN THUAN,CANG BEN NGHE,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
170,179,MVN-0678,2023-07-08,SEKU5596112,V010889,2023-07-07,0.0,1,XUAT,Bao Bi Sua,25,0 days 07:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
171,180,Chuy?n kho,2023-07-08,SEKU5596112,0,2023-07-07,0.0,1,XUAT,Bao Bi Sua,0,0 days 00:00:00,NHA MAY TAI SO 12 VSIP II-A,NHA MAY TAI SO 12 VSIP II-A,GND,THAO,GTV,0.0," 2,400,000 ",0,0,0.0,0.0,0.0," 2,400,000 "
172,181,V26-0760,2023-07-14,FFAU1198700,0093425,2023-07-12,0.0,1,XUAT,Bao Bi Sua,25T,0 days 07:00:00,DEPOT VINAFCO,CANG TAN THUAN,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
173,182,V26-0760,2023-07-14,RFCU4054124,V010884,2023-07-13,0.0,1,XUAT,Bao Bi Sua,25T,0 days 13:00:00,DEPOT VINAFCO,CANG TAN THUAN,GND,THAO,GTV,0.0," 3,300,000 "," 800,000 ",0,0.0,0.0,0.0," 4,100,000 "
174,183,Chuy?n kho,2023-07-13,RFCU4054124,0,2023-07-13,0.0,1,XUAT,Bao Bi Sua,25T,0 days 07:00:00,NHA MAY TAI SO 12 VSIP II-A,NHA MAY TAI SO 12 VSIP II-A,GND,THAO,GTV,0.0," 2,400,000 ",0," 150,000 ",0.0,0.0,0.0," 2,550,000 "
175,184,MVN-0680,2023-07-18,GAOU6289083,V010888,2023-07-17,0.0,1,XUAT,Bao Bi Sua,0,0 days 00:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,GTV,0.0," 3,300,000 ",0,0,0.0,0.0,0.0," 3,300,000 "
176,185,MVN-0682,2023-07-26,SEKU5578696,V010882,2023-07-21,0.0,1,XUAT,Bao Bi Sua,0,0 days 00:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,GTV,0.0," 3,300,000 ",0,0,0.0,0.0,0.0," 3,300,000 "
177,187,MVN-0678,2023-07-08,GAOU6110454,30796,2023-07-05,0.0,1,XUAT,Giay Cuon,28,0 days 13:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
178,188,MVN-0678,2023-07-08,TCLU8930212,30794,2023-07-06,0.0,1,XUAT,Soi,25,0 days 08:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,HIEN,VP,0.0," 3,600,000 ",0,0,0.0,0.0,0.0," 3,600,000 "
179,189,MVN-0678,2023-07-08,TCNU4826697,VFC286047,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,VP,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
180,190,MVN-0678,2023-07-08,DRYU9349892,VFC286028,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,VP,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
181,191,MVN-0678,2023-07-08,RFCU4082147,VFC286098,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,VP,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
182,192,MVN-0678,2023-07-08,TCLU8930320,0908041155,2023-07-06,0.0,1,XUAT,Giay,28,0 days 07:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,VP,0.0," 3,120,000 ",0,0,0.0,0.0,0.0," 3,120,000 "
183,193,V26-0757,2023-07-06,DRYU9590153,385196,2023-07-07,0.0,1,NHAP,Mi Tom,17,0 days 13:00:00,CANG TAN THUAN,GREEN LINH TRUNG,GND,QUYNH,VP,0.0," 2,500,000 ",0,0,0.0,0.0,0.0," 2,500,000 "
184,194,V26-0757,2023-07-06,DRYU9704805,A28902716,2023-07-07,0.0,1,NHAP,Dien Tu,0,0 days 09:00:00,CANG TAN THUAN,GREEN LINH TRUNG,GND,HAU,VP,0.0," 2,500,000 ",0,0,0.0,0.0,0.0," 2,500,000 "
185,195,V28-0601,2023-07-11,TCLU8930845,VFC391300,2023-07-12,0.0,1,NHAP,Giay Tissue,7T,0 days 08:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
186,196,V28-0601,2023-07-11,TCLU8930932,TRANSIN 04024,2023-07-12,0.0,1,NHAP,Giay Tissue,7T,0 days 08:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
187,197,V26-0760,2023-07-15,TCLU8930845,VFC286081,2023-07-13,0.0,1,XUAT,Giay Tissue,8T,0 days 08:00:00,DONG KET HOP,CANG TAN THUAN,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
188,198,V26-0760,2023-07-15,TCLU8930932,VFC286083,2023-07-13,0.0,1,XUAT,Giay Tissue,8T,0 days 08:00:00,DONG KET HOP,CANG TAN THUAN,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
189,199,V26-0760,2023-07-14,RFCU4052728,VFC286037,2023-07-14,0.0,1,XUAT,Giay Tissue,0,0 days 00:00:00,CANG TAN THUAN,CANG TAN THUAN,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
190,200,V26-0760,2023-07-14,SEKU5595820,NH-35048,2023-07-14,0.0,1,XUAT,Giay Tissue,0,0 days 00:00:00,CANG TAN THUAN,CANG TAN THUAN,GND,HAU,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
191,202,V26-0759,2023-07-14,DRYU9678347,391837,2023-07-15,0.0,1,NHAP,Mi Tom,0,0 days 00:00:00,CANG TAN THUAN,DEPOT VINALINK,GND,QUYNH,VP,0.0," 2,500,000 ",0,0,0.0,0.0,0.0," 2,500,000 "
192,203,V26-0759,2023-07-14,TCLU6504115,4036,2023-07-15,0.0,1,NHAP,Mi Tom,0,0 days 00:00:00,CANG TAN THUAN,TRA - DONG KET HOP,GND,QUYNH,VP,0.0," 2,500,000 ",0,0,0.0,0.0,0.0," 2,500,000 "
193,204,MVN-0680,2023-07-18,FCIU7549230,0,2023-07-15,0.0,1,XUAT,Sua,0,0 days 00:00:00,GREEN LINH TRUNG,CANG BEN NGHE,GND,OANH,VP,0.0," 2,500,000 ",0,0,0.0,0.0,0.0," 2,500,000 "
194,205,MVN-0680,2023-07-18,TCLU6504115,VFC286048,2023-07-17,0.0,1,XUAT,Khay Nhua,0,0 days 00:00:00,DONG KET HOP,CANG BEN NGHE,GND,HAU,VP,0.0," 6,100,000 ",0,0,0.0,0.0,0.0," 6,100,000 "
195,206,MVN-0679,2023-07-18,DRYU9704301,VFC390069,2023-07-19,0.0,1,NHAP,Nap Lon,0,0 days 00:00:00,CANG BEN NGHE,TRA - DONG KET HOP TAI CHO,GND,HIEN,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
196,207,V28-0604,2023-07-21,DRYU9704301,0,2023-07-19,0.0,1,XUAT,Nhom Phe,0,0 days 00:00:00,DONG KET HOP TAI CHO,CANG LOTUS,GND,HIEN,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
197,208,V28-0604,2023-07-21,DRYU9704528,VFC286084,2023-07-20,0.0,1,XUAT,Nhom Phe,0,0 days 00:00:00,DEPOT VINAFCO,CANG LOTUS,GND,HIEN,VP,0.0," 3,540,000 ",0,0,0.0,0.0,0.0," 3,540,000 "
198,209,MVN-0679,2023-07-18,DRYU9678305,28902733,2023-07-21,0.0,1,NHAP,Vai Vun,0,0 days 00:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,QUYNH,VP,0.0," 2,950,000 ",0,0,0.0,0.0,0.0," 2,950,000 "
199,210,V26-0762,2023-07-23,DRYU9678305,0,2023-07-22,0.0,1,XUAT,Khay Nhua,0,0 days 00:00:00,DONG KET HOP,CANG TAN THUAN,GND,HAU,VP,0.0," 6,100,000 ",0,0,0.0,0.0,0.0," 6,100,000 "
